Gene Symbol,Del_diff,Diploid_diff,Gain_diff
OR2A5,0.56,-48.69,48.13
OR2A7,0.39,-48.87,48.47
OR2A9P,0.39,-48.87,48.47
OR2AE1,0.44,-50.5,50.06
OR2F1,0.39,-48.35,47.95
OR2F2,0.39,-48.16,47.76
OR6B1,0.56,-48.69,48.13
OR6V1,0.19,-47.93,47.74
OR6W1P,0.19,-47.93,47.74
OR9A2,0.19,-47.93,47.74
OR9A4,0.22,-48.48,48.25
ORAI2,0.44,-49.23,48.8
ORC5,0.44,-49.03,48.6
OSBPL3,0.38,-56.89,56.51
PAPOLB,-1.24,-56.22,57.46
PARP12,0.08,-47.57,47.49
PAX4,-0.09,-47.91,48.0
PAXIP1,0.86,-49.16,48.3
PCLO,0.24,-54.47,54.21
PCOLCE,0.61,-49.94,49.32
PDAP1,0.44,-50.5,50.05
PDE1C,0.42,-57.42,57.01
PDGFA,-1.71,-55.88,57.59
PDIA4,0.74,-48.96,48.23
PDK4,0.25,-51.82,51.57
PEG10,0.25,-52.2,51.95
PER4,0.1,-56.1,55.99
PEX1,0.27,-53.13,52.86
PGAM2,0.94,-55.8,54.87
PHF14,-0.65,-55.71,56.37
PHKG1,0.22,-57.81,57.59
PHTF2,0.02,-56.7,56.67
PIK3CG,0.61,-48.79,48.17
PILRA,0.61,-50.31,49.68
PILRB,0.44,-50.14,49.69
PION,-0.15,-56.72,56.86
PIP,0.19,-47.93,47.74
PKD1L1,1.45,-56.39,54.94
PLEKHA8,0.42,-57.45,57.02
PLOD3,0.44,-50.31,49.87
PLXNA4,-0.09,-48.26,48.35
PMPCB,0.44,-49.23,48.79
PMS2,-0.68,-56.22,56.9
PMS2CL,-0.48,-56.22,56.71
PMS2L2,-0.15,-57.63,57.77
PMS2P1,0.44,-50.14,49.69
PMS2P3,-0.32,-57.29,57.6
PMS2P4,-0.32,-57.77,58.08
PMS2P5,-0.12,-57.55,57.67
PNPLA8,0.64,-49.01,48.37
PODXL,-0.09,-47.89,47.99
POLD2,0.94,-55.8,54.87
POLM,0.94,-55.97,55.04
POLR2J,0.44,-49.23,48.8
POLR2J2,0.44,-49.23,48.8
POLR2J3,0.44,-49.23,48.8
POLR2J4,0.94,-55.63,54.7
POM121,-0.15,-58.07,58.22
POM121C,-0.32,-57.29,57.6
POM121L12,0.54,-56.22,55.66
POMZP3,-0.15,-56.72,56.86
PON1,0.05,-51.82,51.77
PON2,0.05,-51.82,51.77
PON3,0.05,-51.82,51.77
POP7,0.61,-49.75,49.13
POR,-0.32,-57.46,57.77
POT1,0.08,-47.59,47.52
POU6F2,0.77,-56.39,55.63
PPIA,0.94,-56.17,55.23
PPP1R17,0.42,-57.42,56.99
PPP1R35,0.61,-50.31,49.68
PPP1R3A,0.47,-48.47,48.0
PPP1R9A,0.05,-52.17,52.12
PRKAG2,0.74,-49.88,49.13
PRKAR1B,-1.71,-55.88,57.59
PRKAR2B,0.61,-48.79,48.17
PRKRIP1,0.44,-49.06,48.62
PRPS1L1,0.55,-56.2,55.65
PRR15,0.39,-56.9,56.51
PRRT4,-0.09,-48.09,48.18
PRSS1,0.39,-48.48,48.08
PRSS2,0.39,-48.48,48.08
PRSS37,0.22,-48.48,48.25
PRSS58,0.39,-48.3,47.91
PSMA2,0.94,-56.31,55.39
PSMC2,0.44,-49.23,48.79
PSMG3,-1.7,-56.1,57.8
PSPH,0.22,-58.09,57.86
PTCD1,0.44,-50.5,50.05
PTN,0.25,-48.33,48.08
PTPN12,-0.15,-56.9,57.04
PTPRN2,0.22,-49.29,49.05
PTPRZ1,-0.09,-47.83,47.94
PURB,0.94,-56.17,55.23
PUS7,0.44,-48.64,48.2
PVRIG,0.44,-50.5,50.05
RAB19,0.25,-47.93,47.68
RABGEF1,-0.32,-58.11,58.42
RABL5,0.44,-49.97,49.52
RAC1,-0.48,-56.44,56.93
RADIL,-1.24,-56.22,57.46
RALA,0.59,-56.22,55.63
RAMP3,1.11,-55.78,54.69
RAPGEF5,0.55,-57.06,56.51
RARRES2,0.74,-49.16,48.41
RASA4,0.44,-49.23,48.8
RASA4P,1.11,-55.46,54.36
RBAK,-1.24,-56.22,57.46
RBAK-LOC389458,-1.24,-56.22,57.46
RBM28,-0.09,-48.09,48.18
RBM33,1.38,-49.72,48.34
RBM48,0.27,-53.13,52.86
RELN,0.44,-49.03,48.6
REPIN1,0.74,-49.16,48.41
RFC2,-0.51,-57.52,58.04
RHBDD2,-0.32,-57.46,57.77
RHEB,0.77,-49.53,48.77
RINT1,0.44,-48.64,48.2
RNF133,0.08,-47.3,47.22
RNF148,0.08,-47.47,47.39
RNF216,-0.68,-56.22,56.9
RNF216P1,-1.24,-56.22,57.46
RNF32,1.21,-50.07,48.86
RP9,0.42,-57.59,57.16
RP9P,0.42,-57.76,57.35
RPA3,-0.48,-55.88,56.37
RPL13AP17,0.19,-56.32,56.13
RPL19P12,0.44,-49.4,48.96
RPL23P8,0.18,-56.14,55.98
RPS2P32,0.72,-56.34,55.63
RSBN1L,-0.15,-56.7,56.85
RSPH10B,-0.68,-56.0,56.68
RSPH10B2,-0.68,-56.0,56.68
RUNDC3B,0.44,-54.56,54.12
SAMD9,0.25,-52.39,52.14
SAMD9L,0.25,-52.39,52.14
SAP25,0.61,-49.94,49.32
SBDS,-0.32,-57.77,58.08
SBDSP1,-0.15,-58.27,58.41
SCIN,0.27,-56.08,55.8
SCRN1,0.42,-57.45,57.02
SDK1,-2.22,-55.61,57.84
SEC61G,0.42,-62.45,62.05
SEMA3A,0.24,-54.44,54.2
SEMA3C,0.05,-56.13,56.07
SEMA3D,0.61,-54.22,53.61
SEMA3E,0.24,-54.47,54.21
SEPT14,0.39,-58.04,57.65
SEPT7,0.59,-57.06,56.46
SEPT7P2,0.94,-55.63,54.7
SERPINE1,0.44,-49.94,49.5
SFRP4,0.77,-56.89,56.12
SGCE,0.25,-52.37,52.12
SH2B2,0.44,-49.25,48.81
SHFM1,0.25,-51.26,51.02
SHH,1.38,-49.72,48.35
SKAP2,0.22,-57.42,57.19
SLC12A9,0.44,-50.11,49.67
SLC13A1,0.08,-47.47,47.39
SLC13A4,0.08,-47.96,47.88
SLC25A13,0.25,-51.82,51.59
SLC25A40,0.44,-54.56,54.12
SLC26A3,0.64,-48.61,47.98
SLC26A4,0.64,-48.81,48.18
SLC26A5,0.44,-49.23,48.79
SLC29A4,-0.88,-56.39,57.26
SLC35B4,-0.09,-48.5,48.58
SLC37A3,0.25,-47.93,47.68
SLC4A2,0.57,-49.36,48.79
SMARCD3,0.77,-49.36,48.6
SMO,-0.09,-48.26,48.35
SMURF1,0.44,-50.87,50.43
SND1,-0.09,-47.91,48.01
SND1-IT1,-0.09,-47.91,48.01
SNHG15,1.11,-56.0,54.9
SNORA14A,-0.32,-57.46,57.77
SNORA15,0.22,-57.99,57.76
SNORA22,-0.32,-57.6,57.91
SNORA5A,1.11,-55.8,54.7
SNORA5B,1.11,-55.8,54.7
SNORA5C,1.11,-55.8,54.7
SNORA9,1.11,-56.0,54.9
SNORD93,0.55,-57.06,56.51
SNX10,0.39,-57.25,56.85
SNX13,0.55,-56.2,55.65
SNX8,-1.85,-55.98,57.84
SOSTDC1,0.52,-56.51,56.0
SP4,0.55,-56.89,56.34
SP8,0.18,-56.14,55.98
SPAM1,-0.12,-47.42,47.55
SPDYE1,1.11,-55.46,54.36
SPDYE2,0.44,-49.23,48.8
SPDYE2L,0.44,-49.23,48.8
SPDYE3,0.44,-50.14,49.69
SPDYE5,-0.32,-57.29,57.6
SPDYE6,0.44,-49.25,48.81
SPDYE7P,-0.15,-58.27,58.41
SPDYE8P,-0.15,-57.63,57.77
SRCRB4D,-0.32,-56.94,57.25
SRI,0.44,-54.74,54.29
SRPK2,0.44,-48.64,48.2
SRRM3,-0.32,-56.94,57.25
SRRT,0.44,-50.11,49.67
SSBP1,0.22,-48.28,48.05
SSPO,0.74,-48.96,48.23
ST7,-0.07,-47.91,47.97
ST7-AS1,0.13,-48.1,47.98
ST7-AS2,-0.09,-47.91,48.0
ST7-OT3,-0.09,-47.91,48.0
ST7-OT4,0.13,-48.1,47.98
STAG3,0.44,-50.5,50.05
STAG3L1,0.05,-57.13,57.08
STAG3L2,-0.32,-57.55,57.87
STAG3L3,-0.15,-57.55,57.7
STAG3L4,-0.32,-57.58,57.89
STARD3NL,0.77,-57.06,56.29
STEAP1,0.25,-54.37,54.12
STEAP1B,0.55,-57.23,56.68
STEAP2,0.25,-54.37,54.12
STEAP4,0.44,-54.74,54.29
STK17A,0.77,-55.97,55.22
STK31,0.55,-56.69,56.14
STRA8,0.08,-48.5,48.41
STX1A,-0.34,-57.35,57.7
STYXL1,-0.32,-57.29,57.59
SUMF2,0.22,-57.99,57.76
SUN1,-1.53,-56.08,57.62
SUN3,1.28,-56.39,55.11
SVOPL,0.08,-47.79,47.71
SYPL1,0.61,-48.81,48.19
TAC1,0.25,-50.73,50.48
TAF6,0.44,-50.5,50.05
TARP,0.77,-56.89,56.12
TAS2R16,0.08,-47.47,47.39
TAS2R3,0.22,-48.28,48.05
TAS2R38,0.22,-48.48,48.25
TAS2R39,0.19,-47.93,47.74
TAS2R4,0.22,-48.48,48.25
TAS2R40,0.19,-47.93,47.74
TAS2R41,0.56,-48.5,47.94
TAS2R5,0.22,-48.48,48.25
TAS2R60,0.56,-48.5,47.93
TAX1BP1,0.39,-57.25,56.85
TBL2,-0.34,-57.35,57.7
TBRG4,1.11,-55.8,54.7
TBX20,0.59,-57.23,56.64
TBXAS1,0.08,-47.57,47.49
TECPR1,0.25,-50.9,50.65
TES,0.47,-48.13,47.66
TFAMP1,-1.7,-55.91,57.61
TFEC,0.47,-48.3,47.83
TFPI2,0.05,-52.39,52.34
TFR2,0.61,-49.94,49.32
THAP5,0.64,-49.01,48.37
THSD7A,-0.48,-55.71,56.19
TMED4,0.94,-55.8,54.87
TMEM106B,0.1,-55.73,55.64
TMEM120A,-0.32,-57.29,57.59
TMEM130,0.44,-50.87,50.43
TMEM139,0.19,-47.93,47.74
TMEM140,0.08,-48.5,48.41
TMEM168,0.47,-48.47,48.0
TMEM176A,0.57,-48.65,48.08
TMEM176B,0.57,-48.65,48.08
TMEM184A,-1.7,-56.1,57.8
TMEM196,0.35,-56.66,56.32
TMEM209,-0.09,-47.87,47.96
TMEM213,0.08,-47.59,47.52
TMEM229A,-0.12,-47.42,47.55
TMEM60,-0.15,-56.52,56.67
TMUB1,0.77,-49.55,48.79
TNPO3,-0.09,-48.26,48.35
TNRC18,-0.88,-56.39,57.26
TNS3,1.28,-56.89,55.61
TOMM7,0.55,-57.06,56.51
TP53TG1,0.44,-54.76,54.31
TPI1P2,-0.09,-48.26,48.35
TPK1,0.39,-49.21,48.82
TPST1,-0.32,-57.77,58.08
TRA2A,0.55,-56.34,55.81
TRIL,0.57,-57.08,56.51
TRIM24,0.08,-47.96,47.88
TRIM4,0.44,-50.5,50.06
TRIM50,-0.15,-57.55,57.7
TRIM56,0.44,-49.94,49.5
TRIM73,-0.32,-56.94,57.25
TRIM74,-0.32,-56.94,57.25
TRIP6,0.44,-50.11,49.67
TRPV5,0.19,-48.1,47.91
TRPV6,0.19,-48.1,47.91
TRRAP,0.44,-50.87,50.43
TRY6,0.39,-48.48,48.08
TSC22D4,0.61,-50.11,49.49
TSGA13,-0.09,-47.5,47.6
TSPAN12,-0.12,-47.83,47.95
TSPAN13,0.52,-56.71,56.2
TSPAN33,-0.09,-48.26,48.35
TTC26,0.08,-47.57,47.49
TTYH3,-2.22,-55.63,57.85
TWIST1,0.35,-56.69,56.34
TWISTNB,0.35,-56.69,56.34
TXNDC3,0.77,-57.06,56.29
TYW1,-0.32,-57.77,58.08
TYW1B,-0.15,-58.27,58.41
UBE2D4,0.94,-55.63,54.7
UBE2H,-0.09,-48.43,48.52
UBE3C,0.81,-49.68,48.86
UBN2,0.08,-47.57,47.49
UFSP1,0.44,-50.11,49.67
UNCX,-1.53,-56.08,57.61
UPK3B,-0.15,-56.72,56.86
UPK3BL,0.44,-49.23,48.8
UPP1,1.28,-56.39,55.11
URGCP,0.77,-56.0,55.24
URGCP-MRPS24,0.77,-56.17,55.41
USP42,-0.48,-56.44,56.92
VGF,0.44,-50.14,49.7
VIPR2,0.44,-49.72,49.26
VKORC1L1,-0.32,-57.77,58.08
VOPP1,0.39,-61.19,60.78
VPS37D,-0.34,-57.52,57.87
VPS41,0.77,-56.39,55.64
VSTM2A,0.77,-60.64,59.88
VWC2,1.11,-56.05,54.94
VWDE,0.27,-55.91,55.63
WASL,0.08,-47.82,47.74
WBSCR16,-0.12,-56.96,57.08
WBSCR17,-0.32,-57.94,58.25
WBSCR22,-0.34,-57.35,57.7
WBSCR27,-0.34,-57.35,57.7
WBSCR28,-0.34,-57.35,57.7
WDR60,0.44,-49.72,49.26
WDR86,0.77,-49.36,48.6
WDR91,0.08,-48.5,48.41
WEE2,0.22,-48.28,48.05
WIPF3,0.42,-57.28,56.85
WIPI2,-1.05,-56.22,57.26
WNT16,-0.29,-47.66,47.96
WNT2,-0.09,-47.91,48.0
XRCC2,0.91,-49.71,48.79
YAE1D1,0.77,-56.22,55.46
YKT6,0.94,-55.8,54.87
YWHAG,-0.32,-56.94,57.25
ZAN,0.44,-49.92,49.48
ZC3HAV1,0.08,-47.74,47.66
ZC3HAV1L,0.08,-47.4,47.32
ZC3HC1,-0.09,-48.26,48.35
ZCWPW1,0.61,-50.31,49.68
ZDHHC4,-0.48,-56.05,56.52
ZFAND2A,-1.53,-56.08,57.61
ZKSCAN1,0.44,-50.5,50.05
ZKSCAN5,0.44,-50.33,49.89
ZMIZ2,0.94,-56.34,55.41
ZNF107,-0.32,-58.33,58.65
ZNF117,-0.15,-58.5,58.65
ZNF12,-0.48,-56.22,56.7
ZNF138,-0.32,-58.16,58.48
ZNF212,0.74,-48.79,48.05
ZNF273,-0.32,-58.5,58.82
ZNF277,0.47,-48.81,48.34
ZNF282,0.74,-48.79,48.05
ZNF3,0.44,-50.5,50.05
ZNF394,0.44,-50.33,49.89
ZNF398,0.74,-48.96,48.23
ZNF425,0.74,-48.96,48.23
ZNF467,0.74,-48.96,48.23
ZNF479,0.22,-57.52,57.3
ZNF498,0.44,-50.33,49.89
ZNF655,0.44,-50.33,49.89
ZNF679,-0.34,-57.77,58.11
ZNF680,-0.51,-57.97,58.48
ZNF713,0.39,-58.07,57.67
ZNF716,0.0,-56.86,56.85
ZNF727,-0.34,-57.77,58.11
ZNF735,-0.34,-57.77,58.11
ZNF736,-0.34,-57.94,58.28
ZNF746,0.74,-49.13,48.39
ZNF767,0.74,-49.13,48.39
ZNF775,0.74,-49.16,48.41
ZNF777,0.74,-49.13,48.39
ZNF783,0.74,-48.79,48.05
ZNF786,0.74,-48.96,48.23
ZNF789,0.44,-50.5,50.06
ZNF800,-0.09,-47.42,47.52
ZNF804B,0.25,-54.37,54.12
ZNF815,-0.68,-56.22,56.9
ZNF853,-0.48,-56.05,56.52
ZNF862,0.74,-48.96,48.23
ZNF890P,-1.24,-56.22,57.46
ZNF92,-0.32,-57.94,58.25
ZNHIT1,0.44,-50.31,49.87
ZNRF2,0.22,-57.42,57.19
ZNRF2P1,0.42,-57.4,56.98
ZNRF2P2,0.22,-56.9,56.68
ZP3,-0.15,-56.72,56.86
ZPBP,0.39,-56.03,55.63
ZSCAN21,0.44,-50.5,50.05
ZYX,0.22,-47.96,47.73
hsa-mir-106b,0.44,-50.5,50.05
hsa-mir-1183,0.55,-56.54,56.0
hsa-mir-1200,0.77,-56.89,56.12
hsa-mir-1285-1,0.44,-53.69,53.25
hsa-mir-129-1,-0.09,-47.91,48.01
hsa-mir-1302-6,0.55,-56.37,55.83
hsa-mir-148a,0.39,-57.42,57.02
hsa-mir-153-2,0.98,-50.29,49.29
hsa-mir-182,-0.09,-48.43,48.52
hsa-mir-183,-0.09,-48.43,48.52
hsa-mir-196b,0.39,-57.42,57.03
hsa-mir-1975,0.57,-48.62,48.05
hsa-mir-25,0.44,-50.5,50.05
hsa-mir-29a,-0.09,-47.5,47.59
hsa-mir-29b-1,-0.09,-47.5,47.59
hsa-mir-3146,0.35,-56.69,56.34
hsa-mir-3147,0.0,-56.86,56.85
hsa-mir-335,-0.09,-47.5,47.59
hsa-mir-339,-1.53,-56.08,57.61
hsa-mir-4283-1,0.22,-57.52,57.3
hsa-mir-4283-2,-0.17,-57.55,57.71
hsa-mir-4284,-0.34,-57.35,57.7
hsa-mir-4285,0.44,-49.25,48.81
hsa-mir-489,0.25,-52.21,51.97
hsa-mir-490,0.25,-47.96,47.71
hsa-mir-548f-4,0.35,-48.87,48.52
hsa-mir-548n,0.59,-57.06,56.47
hsa-mir-548o,0.44,-49.06,48.62
hsa-mir-550-1,0.22,-57.42,57.19
hsa-mir-550-2,0.42,-57.4,56.98
hsa-mir-589,-0.88,-56.39,57.26
hsa-mir-590,-0.34,-57.52,57.87
hsa-mir-591,0.25,-51.65,51.41
hsa-mir-592,-0.12,-47.79,47.91
hsa-mir-593,-0.09,-47.91,48.01
hsa-mir-595,0.44,-49.72,49.26
hsa-mir-653,0.25,-52.21,51.97
hsa-mir-671,0.77,-49.19,48.43
hsa-mir-93,0.44,-50.5,50.05
hsa-mir-96,-0.09,-48.43,48.52
