Gene Symbol,Deletion,Diploid,Gain
hsa-mir-218-2,10.31,82.47,7.22
MIR585,10.49,82.3,7.22
hsa-mir-585,10.49,82.3,7.22
CCDC99,10.31,82.3,7.39
DOCK2,10.31,82.13,7.56
FAM196B,9.96,82.47,7.56
MIR378E,9.96,82.47,7.56
FOXI1,9.79,82.65,7.56
C5orf58,9.96,82.47,7.56
LCP2,9.96,82.3,7.73
LOC257358,9.96,82.3,7.73
KCNIP1,9.96,82.3,7.73
KCNMB1,9.96,82.3,7.73
GABRP,9.96,82.3,7.73
RANBP17,9.96,82.47,7.56
TLX3,9.62,82.82,7.56
MIR3912,9.62,82.82,7.56
NPM1,9.62,82.82,7.56
FGF18,9.62,82.82,7.56
FBXW11,9.62,82.82,7.56
STK10,9.62,82.82,7.56
EFCAB9,9.62,82.82,7.56
UBTD2,9.79,82.65,7.56
SH3PXD2B,9.62,82.65,7.73
NEURL1B,9.79,82.47,7.73
DUSP1,9.79,82.47,7.73
ERGIC1,9.97,82.3,7.73
LOC100268168,9.97,82.3,7.73
RPL26L1,9.97,82.3,7.73
ATP6V0E1,9.79,82.3,7.9
SNORA74B,9.62,82.47,7.9
C5orf41,9.62,82.47,7.9
BNIP1,9.62,82.47,7.9
NKX2-5,9.79,82.47,7.73
STC2,9.62,82.65,7.73
LOC285593,9.79,82.65,7.56
BOD1,9.79,82.47,7.73
CPEB4,9.97,81.62,8.42
C5orf47,10.14,81.62,8.25
HMP19,10.14,81.79,8.08
MSX2,10.31,82.3,7.39
MIR4634,10.31,82.3,7.39
FLJ16171,10.31,82.3,7.39
DRD1,10.14,82.3,7.56
SFXN1,10.48,81.96,7.56
HRH2,9.96,82.47,7.56
CPLX2,9.96,82.13,7.9
C5orf25,10.14,82.13,7.73
FAM153B,10.14,82.13,7.73
LOC100507387,10.14,82.13,7.73
LOC643201,10.14,82.13,7.73
THOC3,10.14,82.13,7.73
KIAA1191,9.79,82.47,7.73
ARL10,9.79,82.47,7.73
hsa-mir-1271,9.79,82.47,7.73
CLTB,9.79,82.47,7.73
HIGD2A,9.79,82.47,7.73
NOP16,9.79,82.47,7.73
FAF2,9.79,82.13,8.07
RNF44,9.96,81.96,8.07
CDHR2,9.96,81.96,8.07
GPRIN1,9.96,81.79,8.25
SNCB,10.13,81.44,8.42
EIF4E1B,10.13,81.44,8.42
HK3,10.13,81.44,8.42
MIR4281,10.13,81.44,8.42
TSPAN17,10.13,81.44,8.42
UNC5A,10.13,81.44,8.42
hsa-mir-4281,10.13,81.44,8.42
UIMC1,9.96,81.79,8.25
ZNF346,9.96,81.62,8.42
FGFR4,10.14,81.44,8.42
NSD1,10.14,81.27,8.59
MXD3,9.97,81.79,8.25
PRELID1,9.97,81.79,8.25
RAB24,9.97,81.79,8.25
LMAN2,9.97,81.79,8.25
RGS14,9.97,81.79,8.25
SLC34A1,9.97,81.79,8.25
F12,9.97,81.79,8.25
PFN3,9.97,81.79,8.25
GRK6,10.14,81.62,8.25
LOC340037,10.14,81.62,8.25
PRR7,10.48,81.27,8.25
DBN1,10.48,81.27,8.25
PDLIM7,10.48,81.44,8.08
DOK3,10.48,81.44,8.08
DDX41,10.48,81.44,8.08
FAM193B,10.48,81.44,8.08
TMED9,10.48,81.44,8.08
B4GALT7,10.48,81.44,8.08
LOC202181,10.48,81.44,8.08
FAM153A,10.48,81.44,8.08
LOC728554,10.48,81.44,8.08
PROP1,10.48,81.79,7.73
FAM153C,10.48,81.79,7.73
N4BP3,10.14,82.13,7.73
RMND5B,10.31,81.96,7.73
NHP2,10.31,81.96,7.73
GMCL1P1,10.65,81.62,7.73
AGXT2L2,10.83,81.44,7.73
HNRNPAB,10.65,81.62,7.73
COL23A1,10.66,81.79,7.56
CLK4,10.31,82.13,7.56
ZNF354A,10.13,82.3,7.56
AACSP1,9.96,82.47,7.56
ZNF354B,9.96,82.47,7.56
ZFP2,9.96,82.47,7.56
ZNF454,9.96,82.47,7.56
GRM6,9.79,82.65,7.56
ZNF879,9.79,82.65,7.56
ZNF354C,9.79,82.65,7.56
ADAMTS2,10.14,82.3,7.56
RUFY1,9.79,81.96,8.25
HNRNPH1,9.79,81.96,8.25
C5orf60,9.79,81.96,8.25
CBY3,9.79,81.96,8.25
CANX,9.79,81.96,8.25
MAML1,9.62,82.13,8.25
LTC4S,9.62,82.13,8.25
MGAT4B,9.62,82.13,8.25
MIR1229,9.62,82.13,8.25
hsa-mir-1229,9.62,82.13,8.25
SQSTM1,9.79,81.96,8.25
C5orf45,9.96,81.79,8.25
TBC1D9B,9.96,81.62,8.42
RNF130,10.14,81.79,8.08
MIR340,10.31,81.79,7.9
hsa-mir-340,10.31,81.79,7.9
RASGEF1C,10.14,81.96,7.9
MAPK9,10.31,81.96,7.73
GFPT2,10.31,81.96,7.73
CNOT6,10.31,81.62,8.07
SCGB3A1,10.31,81.62,8.07
FLT4,10.65,81.27,8.07
MGAT1,10.82,81.27,7.9
OR2Y1,10.65,81.44,7.9
LOC100859930,10.82,81.44,7.73
LOC729678,10.82,81.44,7.73
ZFP62,10.99,81.27,7.73
BTNL8,10.99,81.27,7.73
BTNL3,10.99,81.27,7.73
BTNL9,10.99,81.27,7.73
GNB2L1,10.99,81.27,7.73
LOC100132062|chr5,10.99,81.27,7.73
LOC100132287|chr5,10.99,81.27,7.73
LOC100133331|chr5,10.99,81.27,7.73
MIR4638,10.99,81.27,7.73
OR2V2,10.99,81.27,7.73
OR4F16|chr5,10.99,81.27,7.73
OR4F29|chr5,10.99,81.27,7.73
OR4F3|chr5,10.99,81.27,7.73
SNORD95,10.99,81.27,7.73
SNORD96A,10.99,81.27,7.73
TRIM41,10.99,81.27,7.73
TRIM52,10.99,81.27,7.73
TRIM7,10.99,81.27,7.73
DUSP22,15.63,79.04,5.32
EXOC2,15.63,79.04,5.32
HUS1B,15.63,79.04,5.32
IRF4,15.63,79.04,5.32
LOC285768,15.63,79.04,5.32
FOXQ1,15.47,79.55,4.98
FOXF2,15.3,79.73,4.98
FOXC1,15.12,79.9,4.98
GMDS,15.29,79.55,5.15
LOC100508120,15.12,79.9,4.98
C6orf195,15.12,79.73,5.15
MYLK4,15.12,79.73,5.15
WRNIP1,14.77,80.07,5.15
SERPINB1,14.77,80.07,5.15
MGC39372,14.77,79.9,5.32
MIR4645,14.77,80.07,5.15
SERPINB9,14.77,79.9,5.32
SERPINB6,14.77,79.9,5.32
DKFZP686I15217,14.77,79.73,5.49
NQO2,14.77,79.73,5.49
RIPK1,14.6,79.73,5.67
BPHL,14.43,79.9,5.67
TUBB2A,14.43,79.9,5.67
LOC100507194,14.43,79.9,5.67
TUBB2B,14.43,79.9,5.67
PSMG4,14.43,79.9,5.67
SLC22A23,14.43,79.9,5.67
PXDC1,14.43,79.73,5.84
FAM50B,14.43,79.9,5.67
PRPF4B,14.26,80.24,5.5
FAM217A,14.26,80.24,5.5
C6orf201,14.26,80.24,5.5
ECI2,14.26,80.41,5.32
CDYL,14.43,80.24,5.32
RPP40,14.26,80.41,5.32
PPP1R3G,14.26,80.41,5.32
LYRM4,14.43,80.24,5.32
MIR3691,14.43,80.24,5.32
FARS2,14.43,80.24,5.32
NRN1,14.43,80.41,5.15
F13A1,14.43,80.41,5.15
LY86-AS1,14.43,80.41,5.15
LY86,14.43,80.58,4.98
RREB1,14.95,80.24,4.81
SSR1,14.78,80.58,4.64
CAGE1,14.78,80.58,4.64
RIOK1,14.78,80.58,4.64
DSP,15.12,80.24,4.64
SNRNP48,15.12,80.24,4.64
BMP6,15.12,80.24,4.64
MUTED-TXNDC5,15.12,80.07,4.81
TXNDC5,15.12,80.07,4.81
PIP5K1P1,15.12,80.24,4.64
EEF1E1-MUTED,15.12,80.24,4.64
MUTED,15.12,80.24,4.64
EEF1E1,14.6,80.76,4.64
SCARNA27,14.6,80.76,4.64
SLC35B3,14.26,81.1,4.64
LOC100506207,14.43,80.93,4.64
HULC,14.26,81.1,4.64
TFAP2A,14.43,80.93,4.64
LOC100130275,14.43,80.93,4.64
LINC00518,14.43,80.93,4.64
GCNT2,14.6,80.76,4.64
C6orf52,14.43,80.93,4.64
PAK1IP1,14.43,80.93,4.64
TMEM14C,14.43,80.93,4.64
TMEM14B,14.43,80.93,4.64
MAK,14.6,80.76,4.64
GCM2,14.6,80.76,4.64
SYCP2L,14.6,80.76,4.64
ELOVL2,14.6,80.76,4.64
LOC100506409,14.6,80.76,4.64
C6orf228,14.6,80.76,4.64
ERVFRD-1,14.6,80.76,4.64
NEDD9,14.6,80.76,4.64
TMEM170B,14.43,80.76,4.81
ADTRP,14.6,80.58,4.81
HIVEP1,14.6,80.76,4.64
EDN1,14.43,80.93,4.64
PHACTR1,14.26,81.1,4.64
LOC100130357,14.26,81.1,4.64
TBC1D7,14.43,80.93,4.64
GFOD1,14.26,81.1,4.64
SIRT5,14.26,81.1,4.64
NOL7,14.09,81.27,4.64
RANBP9,14.09,81.27,4.64
CCDC90A,14.09,81.1,4.81
RNF182,14.26,80.93,4.81
CD83,14.09,81.1,4.81
JARID2,13.75,81.44,4.81
DTNBP1,13.57,81.62,4.81
MYLIP,13.57,81.79,4.64
MIR4639,13.57,81.79,4.64
GMPR,13.4,81.79,4.81
ATXN1,13.92,81.1,4.98
FLJ23152,13.4,81.44,5.15
RBM24,13.23,81.96,4.81
CAP2,13.23,81.96,4.81
FAM8A1,13.23,81.96,4.81
NUP153,13.23,81.96,4.81
KIF13A,13.4,81.79,4.81
NHLRC1,13.4,81.79,4.81
TPMT,13.4,81.62,4.98
KDM1B,13.4,81.62,4.98
DEK,13.4,81.62,4.98
RNF144B,13.4,81.62,4.98
MIR548A1,13.4,81.62,4.98
hsa-mir-548a-1,13.4,81.62,4.98
ID4,13.57,81.27,5.16
MBOAT1,13.57,81.27,5.16
E2F3,13.57,81.27,5.16
CDKAL1,13.4,81.44,5.16
SOX4,13.4,81.62,4.98
LINC00340,13.57,81.44,4.98
LOC729177,13.4,81.62,4.98
PRL,13.4,81.62,4.98
HDGFL1,13.23,81.79,4.98
NRSN1,13.4,81.79,4.81
DCDC2,13.4,81.62,4.98
KAAG1,13.23,81.79,4.98
MRS2,13.23,81.79,4.98
GPLD1,13.23,81.62,5.15
ALDH5A1,13.23,81.62,5.15
KIAA0319,13.23,81.44,5.32
TDP2,13.23,81.62,5.15
ACOT13,13.23,81.62,5.15
C6orf62,13.23,81.62,5.15
GMNN,13.23,81.62,5.15
FAM65B,13.23,81.44,5.32
CMAHP,13.4,81.44,5.15
LRRC16A,13.23,81.96,4.81
SCGN,13.4,81.96,4.64
HIST1H2AA,13.4,81.96,4.64
HIST1H2APS1,13.4,81.96,4.64
HIST1H2BA,13.4,81.96,4.64
SLC17A4,13.4,81.96,4.64
SLC17A1,13.57,81.96,4.47
SLC17A3,13.57,81.96,4.47
SLC17A2,13.57,81.79,4.64
TRIM38,13.57,81.79,4.64
HIST1H1A,13.4,81.96,4.64
HIST1H3A,13.4,81.96,4.64
HIST1H4A,13.4,81.96,4.64
HIST1H4B,13.4,81.96,4.64
HIST1H2AB,13.4,81.96,4.64
HIST1H3B,13.4,81.96,4.64
HIST1H1C,13.4,81.96,4.64
HIST1H2BB,13.4,81.96,4.64
HIST1H3C,13.4,81.96,4.64
HFE,13.4,81.96,4.64
HIST1H1T,13.4,81.96,4.64
HIST1H4C,13.4,81.96,4.64
HIST1H2AC,13.4,81.96,4.64
HIST1H2BC,13.4,81.96,4.64
HIST1H1E,13.4,81.96,4.64
HIST1H2BD,13.4,81.96,4.64
HIST1H2BE,13.4,81.96,4.64
HIST1H4D,13.4,81.96,4.64
HIST1H2AD,13.4,81.96,4.64
HIST1H2BF,13.4,81.96,4.64
HIST1H3D,13.4,81.96,4.64
HIST1H4E,13.4,81.96,4.64
HIST1H2AE,13.4,81.96,4.64
HIST1H2BG,13.4,81.96,4.64
HIST1H3E,13.4,81.96,4.64
HIST1H1D,13.4,81.96,4.64
HIST1H4F,13.23,82.13,4.64
HIST1H4G,13.23,82.13,4.64
HIST1H2BH,13.23,82.13,4.64
HIST1H3F,13.23,82.13,4.64
HIST1H2BI,13.23,82.13,4.64
HIST1H3G,13.23,82.13,4.64
HIST1H4H,13.23,82.13,4.64
BTN3A2,13.23,82.3,4.47
BTN2A2,13.23,82.3,4.47
BTN3A1,13.23,82.3,4.47
BTN2A1,13.23,82.3,4.47
BTN2A3P,13.23,82.3,4.47
BTN3A3,13.23,82.3,4.47
LOC285819,13.23,82.3,4.47
BTN1A1,13.23,82.3,4.47
HCG11,13.23,82.3,4.47
HMGN4,13.23,82.3,4.47
ABT1,13.23,82.3,4.47
ZNF322,13.23,82.3,4.47
GUSBP2,13.4,82.13,4.47
LINC00240,13.57,81.96,4.47
LOC100270746,13.57,81.96,4.47
HIST1H2AG,13.57,81.96,4.47
HIST1H2BJ,13.57,81.96,4.47
HIST1H2BK,13.57,81.96,4.47
HIST1H4I,13.57,81.96,4.47
HIST1H2AH,13.57,81.96,4.47
MIR3143,13.57,81.96,4.47
hsa-mir-3143,13.57,81.96,4.47
PRSS16,13.57,82.13,4.3
POM121L2,13.57,82.13,4.3
VN1R10P,13.57,82.13,4.3
ZNF204P,13.57,82.13,4.3
ZNF391,13.57,82.13,4.3
ZNF184,13.57,82.13,4.3
LOC100507173,13.57,82.13,4.3
LOC100131289,13.57,82.3,4.12
HIST1H2AI,13.57,82.3,4.12
HIST1H2BL,13.57,82.3,4.12
HIST1H3H,13.57,82.3,4.12
HIST1H2AJ,13.57,82.3,4.12
HIST1H2BM,13.57,82.3,4.12
HIST1H4J,13.57,82.3,4.12
HIST1H4K,13.57,82.3,4.12
HIST1H2AK,13.57,82.3,4.12
HIST1H2BN,13.57,82.3,4.12
HIST1H1B,13.57,82.3,4.12
HIST1H2AL,13.57,82.3,4.12
HIST1H3I,13.57,82.3,4.12
HIST1H4L,13.57,82.3,4.12
HIST1H3J,13.57,82.3,4.12
HIST1H2AM,13.57,82.3,4.12
HIST1H2BO,13.57,82.3,4.12
OR2B2,13.57,82.3,4.12
OR2B6,13.57,82.3,4.12
ZNF165,13.57,82.3,4.12
ZSCAN12P1,13.57,82.3,4.12
ZSCAN16,13.57,82.3,4.12
ZNF192,13.57,82.3,4.12
TOB2P1,13.57,82.3,4.12
ZNF193,13.57,82.3,4.12
ZKSCAN4,13.57,82.3,4.12
NKAPL,13.57,82.3,4.12
ZNF187,13.57,82.3,4.12
PGBD1,13.57,82.3,4.12
ZNF323,13.57,82.3,4.12
ZKSCAN3,13.57,82.3,4.12
ZSCAN12,13.57,82.3,4.12
ZSCAN23,13.57,82.3,4.12
GPX6,13.57,82.3,4.12
GPX5,13.57,82.3,4.12
SCAND3,13.57,82.3,4.12
LOC401242,13.57,82.13,4.3
TRIM27,13.57,82.13,4.3
ZNF311,13.57,82.13,4.3
LOC100129636,13.57,82.13,4.3
OR2W1,13.57,82.13,4.3
OR2B3,13.57,82.13,4.3
OR2J3,13.57,82.13,4.3
OR2J2,13.57,82.13,4.3
OR14J1,13.75,81.96,4.3
OR5V1,13.75,81.96,4.3
OR12D3,13.75,81.96,4.3
OR12D2,13.75,81.96,4.3
OR11A1,13.75,81.96,4.3
OR10C1,13.75,81.96,4.3
OR2H1,13.75,81.96,4.3
MAS1L,13.75,81.96,4.3
LOC100507362,13.75,81.96,4.3
UBD,13.75,81.96,4.3
SNORD32B,13.75,81.96,4.3
OR2H2,13.75,81.96,4.3
GABBR1,13.75,81.96,4.3
MOG,13.75,81.96,4.3
ZFP57,13.75,81.96,4.3
HLA-F-AS1,13.75,81.96,4.3
HLA-F,13.75,81.96,4.3
IFITM4P,13.75,81.96,4.3
HCG4,13.92,81.79,4.3
LOC554223,13.92,81.79,4.3
HLA-G,13.92,81.79,4.3
HLA-H,14.09,81.62,4.3
HCG4B,14.09,81.62,4.3
HLA-A,14.09,81.62,4.3
HCG9,14.09,81.62,4.3
HLA-J,14.09,81.62,4.3
ZNRD1-AS1,14.09,81.62,4.3
ZNRD1,14.09,81.62,4.3
PPP1R11,14.09,81.62,4.3
RNF39,14.09,81.62,4.3
TRIM31,14.09,81.62,4.3
TRIM40,14.09,81.62,4.3
TRIM10,14.09,81.62,4.3
TRIM15,13.92,81.62,4.47
TRIM26,13.92,81.62,4.47
HLA-L,13.92,81.62,4.47
HCG18,13.92,81.62,4.47
RPP21,13.92,81.62,4.47
TRIM39-RPP21,13.92,81.62,4.47
TRIM39,13.92,81.62,4.47
HLA-E,13.92,81.62,4.47
GNL1,13.92,81.62,4.47
PRR3,13.92,81.62,4.47
ABCF1,13.92,81.62,4.47
MIR877,13.92,81.62,4.47
hsa-mir-877,13.92,81.62,4.47
PPP1R10,13.92,81.62,4.47
MRPS18B,13.92,81.62,4.47
ATAT1,13.92,81.62,4.47
C6orf136,13.92,81.62,4.47
DHX16,13.92,81.62,4.47
PPP1R18,13.92,81.62,4.47
NRM,13.92,81.62,4.47
MDC1,13.92,81.62,4.47
TUBB,13.92,81.62,4.47
FLOT1,13.92,81.62,4.47
IER3,13.92,81.62,4.47
DDR1,13.92,81.62,4.47
MIR4640,13.92,81.62,4.47
GTF2H4,13.92,81.62,4.47
VARS2,13.92,81.62,4.47
SFTA2,13.92,81.62,4.47
DPCR1,13.75,81.79,4.47
MUC21,13.75,81.79,4.47
MUC22,13.75,81.79,4.47
HCG22,13.57,81.96,4.47
C6orf15,13.57,81.96,4.47
CDSN,13.57,81.96,4.47
PSORS1C1,13.75,81.79,4.47
PSORS1C2,13.75,81.79,4.47
CCHCR1,13.75,81.79,4.47
TCF19,13.75,81.79,4.47
POU5F1,13.75,81.79,4.47
PSORS1C3,13.75,81.79,4.47
HCG27,13.75,81.79,4.47
ABHD16A,13.4,81.96,4.64
AGER,13.4,81.96,4.64
AGPAT1,13.4,81.96,4.64
AIF1,13.4,81.96,4.64
APOM,13.4,81.96,4.64
ATF6B,13.4,81.96,4.64
ATP6V1G2-DDX39B,13.4,81.96,4.64
ATP6V1G2,13.4,81.96,4.64
BAG6,13.4,81.96,4.64
BTNL2,13.4,81.96,4.64
C2,13.4,81.96,4.64
C4A,13.4,81.96,4.64
C4B,13.4,81.96,4.64
C6orf10,13.4,81.96,4.64
C6orf25,13.4,81.96,4.64
C6orf47,13.4,81.96,4.64
C6orf48,13.4,81.96,4.64
CFB,13.4,81.96,4.64
CLIC1,13.4,81.96,4.64
CSNK2B,13.4,81.96,4.64
CYP21A1P,13.4,81.96,4.64
CYP21A2,13.4,81.96,4.64
DDAH2,13.4,81.96,4.64
DDX39B,13.4,81.96,4.64
DOM3Z,13.4,81.96,4.64
EGFL8,13.4,81.96,4.64
EHMT2,13.4,81.96,4.64
FKBPL,13.4,81.96,4.64
GPANK1,13.4,81.96,4.64
GPSM3,13.4,81.96,4.64
HCG23,13.4,81.96,4.64
HCG26,13.4,81.96,4.64
HCP5,13.4,81.96,4.64
HLA-B,13.4,81.96,4.64
HLA-C,13.4,81.96,4.64
HLA-DOB,13.4,81.96,4.64
HLA-DQA1,13.4,81.96,4.64
HLA-DQA2,13.4,81.96,4.64
HLA-DQB1,13.4,81.96,4.64
HLA-DQB2,13.4,81.96,4.64
HLA-DRA,13.4,81.96,4.64
HLA-DRB1,13.4,81.96,4.64
HLA-DRB5,13.4,81.96,4.64
HLA-DRB6,13.4,81.96,4.64
HSPA1A,13.4,81.96,4.64
HSPA1B,13.4,81.96,4.64
HSPA1L,13.4,81.96,4.64
LOC100293534,13.4,81.96,4.64
LOC100294145,13.4,81.96,4.64
LOC100507463,13.4,81.96,4.64
LOC100507547,13.4,81.96,4.64
LSM2,13.4,81.96,4.64
LST1,13.4,81.96,4.64
LTA,13.4,81.96,4.64
LTB,13.4,81.96,4.64
LY6G5B,13.4,81.96,4.64
LY6G5C,13.4,81.96,4.64
LY6G6C,13.4,81.96,4.64
LY6G6D,13.4,81.96,4.64
LY6G6E,13.4,81.96,4.64
LY6G6F,13.4,81.96,4.64
MCCD1,13.4,81.96,4.64
MICA,13.4,81.96,4.64
MICB,13.4,81.96,4.64
MIR1236,13.4,81.96,4.64
MIR4646,13.4,81.96,4.64
MSH5-SAPCD1,13.4,81.96,4.64
MSH5,13.4,81.96,4.64
NCR3,13.4,81.96,4.64
NEU1,13.4,81.96,4.64
NFKBIL1,13.4,81.96,4.64
NOTCH4,13.4,81.96,4.64
PBX2,13.4,81.96,4.64
PPT2-EGFL8,13.4,81.96,4.64
PPT2,13.4,81.96,4.64
PRRC2A,13.4,81.96,4.64
PRRT1,13.4,81.96,4.64
PSMB8,13.4,81.96,4.64
PSMB9,13.4,81.96,4.64
RDBP,13.4,81.96,4.64
RNF5P1|chr6,13.4,81.96,4.64
RNF5,13.4,81.96,4.64
SAPCD1,13.4,81.96,4.64
SKIV2L,13.4,81.96,4.64
SLC44A4,13.4,81.96,4.64
SNORA38,13.4,81.96,4.64
SNORD117,13.4,81.96,4.64
SNORD48,13.4,81.96,4.64
SNORD52,13.4,81.96,4.64
SNORD84,13.4,81.96,4.64
STK19,13.4,81.96,4.64
TAP1,13.4,81.96,4.64
TAP2,13.4,81.96,4.64
TNF,13.4,81.96,4.64
TNXA,13.4,81.96,4.64
TNXB,13.4,81.96,4.64
VARS,13.4,81.96,4.64
VWA7,13.4,81.96,4.64
ZBTB12,13.4,81.96,4.64
hsa-mir-1236,13.4,81.96,4.64
HLA-DMB,13.06,82.3,4.64
HLA-DMA,13.06,82.3,4.64
BRD2,13.06,82.3,4.64
HLA-DOA,13.06,82.3,4.64
HLA-DPA1,13.06,82.3,4.64
HLA-DPB1,13.23,82.13,4.64
HLA-DPB2,13.23,82.13,4.64
COL11A2,13.23,82.13,4.64
RXRB,13.23,82.13,4.64
HSD17B8,13.23,82.13,4.64
SLC39A7,13.23,82.13,4.64
MIR219-1,13.23,82.13,4.64
RING1,13.23,82.13,4.64
hsa-mir-219-1,13.23,82.13,4.64
HCG25,13.23,82.13,4.64
VPS52,13.23,82.13,4.64
RPS18,13.23,82.13,4.64
B3GALT4,13.23,82.13,4.64
WDR46,13.23,82.13,4.64
PFDN6,13.23,82.13,4.64
RGL2,13.23,82.13,4.64
TAPBP,13.23,82.13,4.64
DAXX,13.23,82.13,4.64
ZBTB22,13.23,82.13,4.64
KIFC1,13.4,81.79,4.81
CUTA,13.4,81.79,4.81
PHF1,13.4,81.79,4.81
SYNGAP1,13.4,81.79,4.81
ZBTB9,13.4,81.79,4.81
BAK1,13.4,81.96,4.64
GGNBP1,13.4,81.96,4.64
LINC00336,13.4,81.96,4.64
ITPR3,13.4,81.79,4.81
MNF1,13.4,81.79,4.81
IP6K3,13.23,81.96,4.81
LEMD2,13.23,81.96,4.81
MLN,13.23,81.96,4.81
LOC100507584,13.23,81.96,4.81
MIR1275,12.71,82.47,4.81
hsa-mir-1275,12.71,82.47,4.81
GRM4,12.71,82.47,4.81
HMGA1,12.71,82.47,4.81
C6orf1,12.71,82.47,4.81
NUDT3,12.71,82.47,4.81
RPS10-NUDT3,12.89,82.3,4.81
RPS10,12.89,82.3,4.81
PACSIN1,12.89,82.3,4.81
SPDEF,12.89,82.3,4.81
C6orf106,12.71,82.13,5.15
SNRPC,12.89,82.13,4.98
UHRF1BP1,12.89,82.13,4.98
TAF11,12.89,82.13,4.98
ANKS1A,13.06,82.13,4.81
TCP11,13.4,81.96,4.64
SCUBE3,13.23,82.13,4.64
ZNF76,13.23,82.13,4.64
DEF6,13.23,82.13,4.64
PPARD,13.23,81.96,4.81
FANCE,13.23,81.96,4.81
RPL10A,13.23,81.96,4.81
TEAD3,13.23,81.96,4.81
TULP1,13.23,81.96,4.81
FKBP5,13.23,81.96,4.81
LOC285847,13.06,82.13,4.81
ARMC12,13.06,82.3,4.64
CLPSL1,13.06,82.3,4.64
CLPSL2,13.06,82.3,4.64
CLPS,13.06,82.3,4.64
LHFPL5,13.06,82.3,4.64
SRPK1,13.06,82.3,4.64
SLC26A8,13.06,82.3,4.64
MAPK14,13.23,82.3,4.47
MAPK13,13.23,82.3,4.47
BRPF3,13.06,82.47,4.47
PNPLA1,13.06,82.47,4.47
C6orf222,13.06,82.47,4.47
ETV7,13.06,82.47,4.47
PXT1,13.06,82.47,4.47
KCTD20,13.06,82.47,4.47
STK38,13.06,82.47,4.47
SRSF3,13.06,82.3,4.64
MIR3925,13.06,82.3,4.64
CDKN1A,13.06,82.13,4.81
CPNE5,13.06,82.13,4.81
PPIL1,13.06,82.13,4.81
C6orf89,13.06,82.13,4.81
PI16,13.06,81.96,4.99
MTCH1,13.06,81.96,4.99
FGD2,13.06,82.13,4.81
PIM1,12.89,82.3,4.81
TMEM217,12.89,82.3,4.81
TBC1D22B,12.71,82.3,4.99
RNF8,12.71,82.3,4.99
FTSJD2,12.71,82.47,4.82
CCDC167,12.71,82.47,4.82
MIR4462,12.71,82.47,4.82
MDGA1,12.71,82.3,4.99
ZFAND3,12.71,82.3,4.99
BTBD9,13.06,81.79,5.15
GLO1,13.23,81.96,4.81
DNAH8,13.06,81.96,4.98
LOC100131047,13.06,82.3,4.64
GLP1R,13.06,82.3,4.64
SAYSD1,13.06,82.3,4.64
KCNK5,13.23,82.13,4.64
KCNK17,13.23,82.13,4.64
KCNK16,13.06,82.13,4.81
KIF6,13.23,81.96,4.81
DAAM2,13.23,82.13,4.64
MOCS1,13.23,82.13,4.64
FLJ41649,13.23,82.3,4.47
TDRG1,13.23,82.3,4.47
LRFN2,13.23,81.79,4.98
UNC5CL,13.4,82.13,4.47
TSPO2,13.4,82.13,4.47
APOBEC2,13.4,82.13,4.47
C6orf130,13.4,82.13,4.47
NFYA,13.4,82.13,4.47
LOC221442,13.4,82.13,4.47
TREML1,13.4,82.13,4.47
TREM2,13.4,82.13,4.47
TREML2,13.4,81.96,4.64
TREML3,13.4,81.96,4.64
TREML4,13.57,81.96,4.47
TREML2P1,13.57,81.96,4.47
TREM1,13.57,81.96,4.47
NCR2,13.23,82.13,4.64
FOXP4,13.23,82.13,4.64
MIR4641,13.23,82.13,4.64
MDFI,13.23,81.79,4.98
TFEB,13.06,81.62,5.33
PGC,13.06,81.62,5.33
FRS3,13.06,81.62,5.33
PRICKLE4,13.06,81.62,5.33
TOMM6,13.06,81.62,5.33
USP49,13.06,81.44,5.5
MED20,13.06,81.44,5.5
BYSL,13.06,81.44,5.5
CCND3,13.23,81.27,5.5
TAF8,13.23,81.27,5.5
C6orf132,13.23,81.27,5.5
GUCA1A,13.23,81.27,5.5
GUCA1B,13.23,81.27,5.5
MRPS10,13.4,81.27,5.32
TRERF1,13.23,81.44,5.33
UBR2,13.4,81.1,5.5
PRPH2,13.4,81.1,5.5
ATP6V0CP3,13.4,81.1,5.5
TBCC,13.4,81.1,5.5
KIAA0240,13.57,81.27,5.15
RPL7L1,13.57,81.27,5.15
C6orf226,13.57,81.27,5.15
PTCRA,13.57,81.27,5.15
CNPY3,13.57,81.27,5.15
GNMT,13.57,81.27,5.15
PEX6,13.57,81.27,5.15
PPP2R5D,13.57,81.27,5.15
KLHDC3,13.57,81.27,5.15
MEA1,13.57,81.27,5.15
RRP36,13.57,81.27,5.15
CUL7,13.57,81.27,5.15
KLC4,13.57,81.27,5.15
MRPL2,13.57,81.27,5.15
PTK7,13.57,81.27,5.15
SRF,13.57,81.44,4.98
CUL9,13.57,81.27,5.16
C6orf108,13.57,81.27,5.16
TTBK1,13.57,81.27,5.16
CRIP3,13.57,81.27,5.16
SLC22A7,13.57,81.27,5.16
ZNF318,13.57,81.27,5.16
ABCC10,13.57,81.27,5.16
DLK2,13.57,81.27,5.16
TJAP1,13.57,81.27,5.16
LRRC73,13.57,81.27,5.16
POLR1C,13.57,81.1,5.33
YIPF3,13.57,81.27,5.16
XPO5,13.57,80.93,5.5
POLH,13.57,80.93,5.5
GTPBP2,13.57,80.93,5.5
